,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,latitude,longitude,title,url,Listing Month,Listing Year,lat_long,FullAddy
16252,75,1,4,Austin,Feb-12,"Come visit cool, Austin by staying in my home with a brand new daybed suite in old world comfort with full private bath, closet, and luggage rack in clean cottage home only 3 miles from IH35 in Central Austin slightly north of the University of Texas, driveway parking in safe, wooded , hilly, quiet neighborhood. Great location to central Austin, all attractions, and downtown, 10 min. away, easy to find, breakfast included, inexpensive, lovely, quiet old world style home, backs up to wooded nature preserve. There is a comfy couch (see photos) where a 2nd girlfriend could stay as well as on the floor of the guest room with camping Thermarest mattress. Also available for special events/most of the summer.",30.33179024,-97.64911332,French country charming room/bath,https://www.airbnb.com/rooms/351865?location=Bastrop%20County%2C%20TX,February,2012,"30.3317902442343,-97.6491133204476","8810 Wightman Dr, Austin, TX 78754, USA"
16260,40,1,5,Austin,Jul-11,"Just steps from Crestview Station (light rail to downtown) and the 801 Metro Rapid bus line. Walking distance to cool local grocery stores and eateries. (Maximum) two-person fully furnished guest unit in owner-occupied property with queen-sized bed, full bath, mini-kitchen including coffee maker, and cable TV/WiFi. Upstairs unit with private entrance and one off-street parking space. Access to laundry on property.",30.34030459,-97.72215482,The Treehouse at Big Blue,https://www.airbnb.com/rooms/18193399?location=Austin%2C%20TX,July,2011,"30.340304589630698,-97.7221548226684","7010 Ryan Dr, Austin, TX 78757, USA"
16265,40,1,7,Austin,Aug-16,"Simple bedroom with a single twin bed, desk/chair, and spacious closet for guest use. Located in the heart of West Campus by the University of Texas at Austin, this place is a 6 minute drive to Downtown Austin or a 10 minute walk to the bus that goes straight to the Capitol and downtown.",30.28811847,-97.74898501,Budget friendly in heart of West Campus,https://www.airbnb.com/rooms/17136581?location=Austin%2C%20TX,August,2016,"30.288118473326897,-97.74898500680729","1023 W 24th St, Austin, TX 78705, USA"
16287,62,1,7,Austin,Nov-13,"After enjoying airbnb in 5 continents I am looking forward to opening my clean, comfortable and convenient home to travelers. This is a small and friendly community within walking distance to SoCo (bars n eats), convenient to I-35 and downtown, easy parking (trust me, this is great in Austin) and a nice pool to relax in when the day is done. What more do you want!? (Queso... you want queso). Come kick your boots off and stay a while :)",30.23780274,-97.74774358,"Clean, Comfortable and Convenient in SoCo 78704",https://www.airbnb.com/rooms/13331419?location=Austin%2C%20TX,November,2013,"30.2378027404202,-97.7477435820557","704 Buckingham Cir, Austin, TX 78704, USA"
16302,80,0,2,Austin,Mar-11,"Walking distance to Downtown, Convention Center, 6th St. and Rainey. This is a separate studio space with a bathroom. Clean, comfortable, space just right for two. Two twin beds, Keurig, and a fridge.",30.25854798,-97.73167209,Weekend Hideout,https://www.airbnb.com/rooms/15206817?location=Austin%2C%20TX,March,2011,"30.2585479769921,-97.7316720923303","1309 Willow St, Austin, TX 78702, USA"
16313,110,3,8,Austin,Mar-17,"My place is close to the airport. You‰Ûªll love my place because of the location. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.",30.17000791,-97.61843553,"F1, SXSW, Surf Park, Austin 3bed/2bath, 1500+sq ft",https://www.airbnb.com/rooms/17526535?location=Bastrop%20County%2C%20TX,March,2017,"30.170007912358898,-97.6184355251821","5701 Alomar Cove, Del Valle, TX 78617, USA"
16315,364,2,5,Austin,Mar-13,"If you're looking for a place where you can walk to the UT Football stadium or even the Texas Capitol, but also stay in a cozy house and neighborhood, this is the place! Located downtown meaning you are close to everything and to top it off an incredible view of the Texas Capitol building from the open living and dining area.",30.27394395,-97.73043148,Downtown with Stunning Capitol View,https://www.airbnb.com/rooms/5396676?location=Austin%2C%20TX,March,2013,"30.273943952790898,-97.7304314753081","901 E 14th St, Austin, TX 78702, USA"
16335,110,1,8,Austin,May-15,"The Airstream is fully renovated with a comfy queen size bed, cold AC, Smart TV, coffee station, small kitchen, work space, and outdoor picnic area. You'll have access to the house with your own private bathroom and shower. We're right next to a bunch of local bars, coffee shops and restaurants. Also close to downtown or east 6th St. Private gated parking. My place is good for couples, solo adventurers, and business travelers.",30.26843436,-97.71563071,Hip Remodeled Airstream Trailer - close to DT,https://www.airbnb.com/rooms/13465393?location=Austin%2C%20TX,May,2015,"30.2684343649721,-97.71563070924971","1118 Northwestern Ave, Austin, TX 78702, USA"
16377,49,1,6,Austin,Apr-14,Cozy home about 7 minutes into the city!,30.33507877,-97.64788404,Master Bed in French Country Home!,https://www.airbnb.com/rooms/5260962?location=Bastrop%20County%2C%20TX,April,2014,"30.3350787687905,-97.6478840350687","9207 Magna Carta Loop, Austin, TX 78754, USA"
16387,110,1,5,Austin,Apr-17,"Centrally located 2nd floor garage apt w private entrance. 1 bd and private bathroom. Queen size bed with Tempur-Pedic mattress. 2 twin size air mattresses and a sofa to sleep on. Full size kitchen with dishwasher, oven, 5 burners, large fridge and microwave. Smart TV in living room and a TV in the bedroom. Full size washer and dryer. 1 off street covered parking space and 1 other uncovered off street space. Walking distance to many restaurants, cafes, and neighborhood bars. Close to bus routes.",30.31605934,-97.74639947,The Treehouse Apartment in Rosedale,https://www.airbnb.com/rooms/18445745?location=Austin%2C%20TX,April,2017,"30.3160593447642,-97.746399473234","4401 Shoal Creek Blvd, Austin, TX 78756, USA"
16394,85,1,4,Austin,Mar-16,"Clean, spacious, 2 bedrooms, 2 beds, 2 private bathrooms exclusively for guest use. Only a few miles from Downtown Austin, with quick access to the airport and highways 71 and 183.",30.2260732,-97.69153489,"Two Story, East Riverside",https://www.airbnb.com/rooms/11570934?location=Austin%2C%20TX,March,2016,"30.2260731999544,-97.6915348890025","22 Coyote Dr, Austin, TX 78741, USA"
16401,28,1,7,Austin,Feb-16,"Join us for a relaxing stay in the Earth Room, comfy with cozy robe(s), soft sheets as well as travel-inspired art, books, and maps. \n\nWe celebrate your comfort at Casa de Colores!",30.16007244,-97.78067687,Cozy Earth Room w/hot tub in ATX,https://www.airbnb.com/rooms/11142549?location=Austin%2C%20TX,February,2016,"30.1600724416647,-97.78067686761","9216 Brents Elm Dr, Austin, TX 78744, USA"
16408,109,1,6,Austin,May-17,"My home is on top of a hill overlooking downtown. For the time being (they are talking about moving soon) I am the first house to the left of the Hope Gallery which is one of the last remaining, sanctioned, graffiti parks in the country!\n\nThis home has a large, young, energetic dog and an adorable cat so if you have allergies or a fear of large animals, this might not be the space for you.",30.27504825,-97.75383725,Hip Hilltop Home in Downtown Austin,https://www.airbnb.com/rooms/12916775?location=Austin%2C%20TX,May,2017,"30.2750482460643,-97.7538372515672","1105 W 10th St, Austin, TX 78703, USA"
16409,144,1,5,Austin,Jun-12,"Great location, clean, quiet, walking distance to UT and downtown.",30.28004393,-97.74563049,Downtown Oasis - Quiet Retreat!,https://www.airbnb.com/rooms/522136?location=Austin%2C%20TX,June,2012,"30.280043927786398,-97.74563049222022","1601 Rio Grande St, Austin, TX 78701, USA"
16419,41,0,8,Austin,May-14,"Tiny House 815 is one of 10+ AirBnB units for rent at the Community First Village, a 27-acre master planned community for the homeless in East Austin.\nThere is a nearby individual-style bathhouse and outdoor kitchen. Gardens, chickens, goats, donkeys, bees, blacksmithing, timber framing and more are happening right outside your window. It's a Village for the chronically homeless that is visited by thousands annually who come to experience the Village through our AirBnB as well as volunteer work!",30.28282686,-97.62257042,Tiny House 815 at MLF Community First Village,https://www.airbnb.com/rooms/17620198?location=Bastrop%20County%2C%20TX,May,2014,"30.282826855409198,-97.6225704228081","9301 Hog Eye - Community First, Texas 78724, USA"
16425,50,1,3,Austin,Jun-17,"Apartment finished to a high standard, for people who value prestige. The apartment is furnished, ready to move in.",30.23294081,-97.58937812,Lovely private room,https://www.airbnb.com/rooms/19209856?location=Bastrop%20County%2C%20TX,June,2017,"30.232940805892802,-97.58937812320829","14511 Deaf Smith Blvd, Austin, TX 78725, USA"
16428,17,1,9,Austin,May-14,"This tipi is one of our 10+ AirBnB units for rent at the Community First Village, a 27-acre master planned community for the homeless in East Austin.\nThere is a nearby individual-style bathhouse and outdoor kitchen. Gardens, chickens, goats, donkeys, bees, blacksmithing, timberframing and more are happening right outside your window. It's a Village for the chronically homeless that is visited by thousands annually who come to experience the Village through our AirBnB as well as volunteer work!",30.28137533,-97.62201629,Tipi 2 - Glamping at MLF Community First Village,https://www.airbnb.com/rooms/17625676?location=Bastrop%20County%2C%20TX,May,2014,"30.2813753267454,-97.62201629070641","9301 Hog Eye Rd, Austin, TX 78724, USA"
16433,112,1,6,Austin,Feb-10,Business Insider called the Birdhouse one of \,30.23151672,-97.76433618,Cozy Casita Near Downtown in SoCo,https://www.airbnb.com/rooms/69810?location=Austin%2C%20TX,February,2010,"30.2315167206004,-97.7643361790337","505 Lightsey Rd, Austin, TX 78704, USA"
16434,165,1,6,Austin,Jul-11,"The Castle Estate is a City of Austin Historic Landmark and an excellent example of Mediterranean Revival architecture. The limestone cottage has a private entrance and hidden Spanish garden with fountain. The estate is located on a quiet tree-lined street, one block from Stacy Park (with a spring fed lap pool and walking trails) and three blocks from Austin's bohemian SoCo entertainment district (ranked the best street in Texas by Texas Monthly).",30.24444346,-97.74926446,Castle Cottage - Heart of SoCo,https://www.airbnb.com/rooms/17387404?location=Austin%2C%20TX,July,2011,"30.2444434619043,-97.749264457047","1813 Brackenridge St, Austin, TX 78704, USA"
16463,85,1,6,Austin,Jan-11,"Beautiful flat that comfortably sleeps up to four and is conveniently situated in Austin's centrally located and hip Hyde Park neighborhood and very close to the University of Texas, perfect for UT Football games\n\nAustin STR License: OL-",30.31170902,-97.72455294,Hyde Park Flat - Bamboo Floors,https://www.airbnb.com/rooms/68130?location=Austin%2C%20TX,January,2011,"30.3117090188008,-97.72455294222071","4713 Avenue F, Austin, TX 78751, USA"
16465,38,1,7,Austin,May-13,"My husband and I have been hosting guests around the world since 2007. My goal is to make sure our guests feel comfortable at home. Our room is cozy with desk and closet. We also provide high quality of hospitality towels for your use. The location is unbeatable, Convenient to Hwy. 290, Hwy. 183 and SH-130. Close to major employers like Samsung, Dell and Applied Materials. Only 10 miles to the University of Texas, 20 min to downtown and to the airport.",30.35189203,-97.60850489,"Private room close to IT Dist Apple,Samsung,Dell",https://www.airbnb.com/rooms/14151299?location=Bastrop%20County%2C%20TX,May,2013,"30.3518920281183,-97.60850489044608","11704 Roscommon Trail, Austin, TX 78754, USA"
16477,79,0,4,Austin,Aug-12,"Studio Apartment for rent just 3 miles north of downtown. It takes anywhere between 5 to 10 min drive to downtown. Quiet place, no fuss, perfect cave to relax and enjoy your time in Austin.\n\nCheck out Airbnb's description of my neighborhood.",30.30407307,-97.71738706,Cozy Studio- Hyde Park,https://www.airbnb.com/rooms/5623752?location=Austin%2C%20TX,August,2012,"30.304073067716498,-97.7173870648622","1020 E 45th St, Austin, TX 78751, USA"
16479,50,1,8,Austin,Jun-12,"Close to restaurants, Samsung, Apple, GM, Tech Ridge, Dell, &amp; the Domain. You‰Ûªll love the ambiance and extras - pool table, swimming pool, back patio, private living room etc. Good for couples, solo &amp; business travelers, &amp; families. Private bath but may need to share if another AirBnB guest is here. \n\nPrice shown is per night per one room (Room B). 2 people per room okay. Any additional guest is $30 per night per additional guest. I have 2 other rooms available if needed (see my other listings.)",30.36046982,-97.63803086,"Private Room By Apple, Samsung, GM - RoomB",https://www.airbnb.com/rooms/16710852?location=Bastrop%20County%2C%20TX,June,2012,"30.36046982207,-97.6380308606078","11341 Church Canyon Dr, Austin, TX 78754, USA"
16485,107,0,4,Austin,Dec-12,"Cool, cozy and conveniently located studio perfect for those wanting to be close to the action but without the noise. Beautiful views of downtown skyline &amp; Austin's famed Townlake. Property also has 24 hour gym, theater style screening room, private pool, and multiple lounges to relax.",30.24550792,-97.72852239,Darling Downtown Waterfront Studio,https://www.airbnb.com/rooms/14300497?location=Austin%2C%20TX,December,2012,"30.245507922856003,-97.72852238727181","1818 S Lakeshore Blvd, Austin, TX 78741, USA"
